stid,region,admin,year,quarter,temp_b_adj,salinity_b_adj,pH_b_adj,DO_b_adj,COD_b_adj,NH3-N_b_adj,NO2-_b_adj,NO3-_b_adj,DIN_b_adj,TN_b_adj,DIP_b_adj,TP_b_adj,SAS_b_adj,SS_b_adj,Chla_b_adj,time_num
CW2310,West,Jindo,2023,1,-7.853,0.288,0.040,-0.969,0.298,-3.139,-2.443,36.915,31.337,-48.738,4.869,-5.263,85.798,-4.190,-0.729,2023.000
CW2310,West,Jindo,2023,2,0.699,0.367,-0.018,-0.478,0.323,0.359,3.634,-6.326,-2.329,-49.613,-0.038,-1.020,-34.419,-16.139,-0.881,2023.250
CW2310,West,Jindo,2023,3,10.434,-1.439,0.126,3.009,0.597,-0.316,-0.507,-31.902,-32.721,-39.738,-10.787,-8.098,-182.828,-23.260,0.124,2023.500
CW2310,West,Jindo,2023,4,-1.639,0.118,-0.015,-1.353,-0.637,-2.210,-1.843,70.225,66.176,24.684,7.616,-0.749,147.195,-20.878,-0.927,2023.750
CW2310,West,Jindo,2024,1,-3.921,0.527,0.025,0.319,-0.285,-7.140,-0.007,19.614,12.471,12.101,-2.319,-5.417,31.102,-22.305,-0.468,2024.000
CW2310,West,Jindo,2024,2,2.774,1.028,0.180,0.342,-0.191,0.360,-1.923,-41.895,-43.455,-65.834,-3.006,-9.866,-90.898,-16.127,0.216,2024.250
CW2310,West,Jindo,2024,3,9.148,-1.069,-0.019,-1.785,0.503,11.124,2.343,-32.462,-18.982,-40.596,-3.150,-4.975,-54.911,4.651,-0.513,2024.500
CW2310,West,Jindo,2024,4,0.236,-0.391,0.003,-0.863,-0.541,-1.399,-1.210,21.876,19.270,-30.288,7.558,-6.795,134.286,-10.367,-0.500,2024.750
CW2311,West,Jindo,2014,1,-7.892,0.846,0.030,1.348,-0.840,-2.531,-1.660,8.591,4.497,23.010,5.092,13.714,193.660,-12.776,-0.382,2014.000
CW2311,West,Jindo,2014,2,0.146,1.028,-0.049,-0.180,-0.939,3.413,0.961,-34.860,-30.492,84.388,-5.049,14.376,-129.406,12.700,1.671,2014.250
CW2311,West,Jindo,2014,3,3.448,-0.180,0.109,-0.539,-0.496,-4.168,2.437,10.438,8.709,51.675,-1.364,-1.872,133.838,-17.537,-1.443,2014.500
CW2311,West,Jindo,2014,4,-1.141,-0.037,0.031,-0.259,-0.397,-5.163,-1.009,29.467,23.191,97.478,-0.730,4.007,66.670,-18.396,-0.302,2014.750
CW2311,West,Jindo,2015,1,-7.647,0.597,0.001,1.472,-1.007,-4.727,-2.828,60.954,53.394,130.072,4.735,8.298,143.029,-14.777,-0.634,2015.000
CW2311,West,Jindo,2015,2,-2.235,0.243,0.030,0.716,-0.461,-4.847,-1.096,-24.704,-30.648,112.124,-6.214,4.263,-107.066,-14.707,1.602,2015.250
CW2311,West,Jindo,2015,3,4.578,-0.826,0.010,-0.405,0.157,0.393,-0.707,-40.818,-41.234,-87.860,-5.498,-16.959,25.999,-20.630,1.307,2015.500
CW2311,West,Jindo,2015,4,0.455,-0.683,-0.049,-0.369,-0.138,0.093,2.216,44.747,47.051,111.080,1.793,-8.163,88.462,-24.189,-0.421,2015.750
CW2311,West,Jindo,2016,1,-6.512,0.309,0.172,1.449,-0.650,-1.047,-3.050,67.326,63.322,166.905,5.268,28.455,190.059,-21.924,-0.394,2016.000
CW2311,West,Jindo,2016,2,1.790,0.669,-0.058,-0.612,-0.481,3.673,2.895,-40.381,-33.720,-59.687,-9.474,-12.606,68.492,-14.335,1.868,2016.250
CW2311,West,Jindo,2016,3,4.233,-0.653,-0.019,-1.828,-0.617,17.773,1.772,-40.246,-20.606,-35.228,-5.465,-13.402,-74.071,-34.377,2.056,2016.500
CW2311,West,Jindo,2016,4,1.188,-0.611,-0.008,-0.701,-0.590,0.153,2.150,-34.574,-32.278,-6.695,-7.632,-5.245,-170.641,-20.224,-0.504,2016.750
CW2311,West,Jindo,2017,1,-6.982,0.249,-0.148,0.449,0.100,-5.327,-2.790,1.196,-6.928,11.525,10.128,-4.665,-41.031,41.176,-0.894,2017.000
CW2311,West,Jindo,2017,2,0.168,0.899,-0.018,-0.521,0.300,-6.487,2.970,-29.114,-32.638,-15.495,-4.032,-3.145,-99.271,61.676,0.236,2017.250
CW2311,West,Jindo,2017,3,8.876,-0.688,0.103,-1.785,-0.086,-6.197,-2.403,-86.906,-95.525,33.633,-3.283,-17.710,-118.185,34.706,1.800,2017.500
CW2311,West,Jindo,2017,4,0.228,-0.316,0.240,-0.415,1.717,8.623,2.793,-14.528,-3.114,-84.190,18.762,2.281,6.879,249.270,0.477,2017.750
CW2311,West,Jindo,2018,1,-7.989,0.380,-0.208,1.198,-0.102,14.383,-1.021,27.002,40.357,4.551,8.004,6.993,42.904,54.733,-0.849,2018.000
CW2311,West,Jindo,2018,2,0.073,0.947,-0.009,-0.168,1.583,-2.517,1.082,-43.126,-44.566,-47.048,-8.335,9.278,-125.781,-7.777,-0.294,2018.250
CW2311,West,Jindo,2018,3,9.776,-0.534,0.032,0.334,-0.296,4.411,4.012,-47.084,-38.668,-80.934,-7.571,-11.020,-142.515,-31.990,-0.129,2018.500
CW2311,West,Jindo,2018,4,0.928,0.099,-0.198,1.609,-0.110,-0.707,-1.780,51.276,48.772,0.035,2.968,26.055,27.799,-4.494,0.116,2018.750
CW2311,West,Jindo,2019,1,-6.196,0.221,0.112,1.106,-0.454,-4.957,-2.352,-8.082,-15.399,-33.823,0.890,-3.769,-7.320,-24.900,-0.735,2019.000
CW2311,West,Jindo,2019,2,-1.632,0.654,0.020,0.105,0.217,-6.797,0.873,-11.278,-17.194,-13.080,-0.058,-1.239,-8.541,-6.360,-0.133,2019.250
CW2311,West,Jindo,2019,3,3.755,-0.421,-0.011,1.432,0.576,-6.938,-5.013,-48.848,-60.795,-59.401,-5.910,-13.121,-174.397,-16.214,2.343,2019.500
CW2311,West,Jindo,2019,4,1.041,-0.015,-0.229,0.643,-0.105,-3.337,1.542,-2.942,-4.740,38.986,3.308,14.020,55.534,-15.124,0.221,2019.750
CW2311,West,Jindo,2020,1,-2.091,0.328,0.064,0.667,-0.225,-5.167,-2.957,-0.647,-8.774,4.324,-1.731,-1.549,34.481,14.789,-0.156,2020.000
CW2311,West,Jindo,2020,2,1.064,0.291,0.062,-0.184,0.656,0.323,-1.212,-28.232,-29.119,-16.783,-5.220,-4.009,-119.430,-6.370,-0.145,2020.250
CW2311,West,Jindo,2020,3,3.188,0.034,-0.140,0.705,-0.233,0.393,-1.197,-1.648,-2.454,-25.300,-3.338,-2.939,-19.521,-1.630,-0.173,2020.500
CW2311,West,Jindo,2020,4,-0.727,-0.128,-0.150,-0.472,0.300,-5.458,-3.745,36.900,27.708,2.918,3.519,4.865,-145.342,-10.684,-1.143,2020.750
CW2311,West,Jindo,2021,1,-3.904,-0.888,-0.007,0.605,0.094,7.923,-2.333,-15.096,-9.525,-41.877,-1.793,0.330,46.255,-10.494,-0.430,2021.000
CW2311,West,Jindo,2021,2,0.468,0.619,-0.008,-0.461,-0.780,-6.047,0.950,-5.074,-10.178,-37.195,-1.832,3.655,-58.541,-8.724,-0.114,2021.250
CW2311,West,Jindo,2021,3,6.728,-1.431,0.162,-2.581,0.640,0.353,9.650,-16.874,-6.878,-28.375,-6.512,-1.695,-4.151,-31.124,-0.424,2021.500
CW2311,West,Jindo,2021,4,0.911,-0.150,-0.098,-0.772,0.068,12.883,-2.501,57.052,67.427,71.561,8.654,3.893,93.524,31.753,-0.079,2021.750
CW2311,West,Jindo,2022,1,-5.006,-0.145,-0.007,3.550,1.109,4.193,-2.715,3.041,4.507,-12.699,0.566,4.525,-3.150,-6.564,-0.145,2022.000
CW2311,West,Jindo,2022,2,-3.567,0.267,-0.001,1.180,0.354,-6.604,-0.744,-11.849,-19.093,-2.019,-3.628,-1.263,-70.621,15.344,-0.201,2022.250
CW2311,West,Jindo,2022,3,0.701,-0.571,-0.042,0.191,0.006,10.164,-1.138,-1.303,7.630,-62.433,-0.333,-10.261,52.964,-16.859,-0.645,2022.500
CW2311,West,Jindo,2022,4,2.805,-0.135,-0.096,-1.583,0.135,-4.463,-1.017,47.926,42.433,-20.761,6.534,-3.909,74.222,-22.230,-0.114,2022.750
CW2311,West,Jindo,2023,1,-8.985,0.413,0.060,-1.034,0.589,17.503,-3.396,52.996,67.102,32.464,9.266,24.433,140.904,8.393,-0.858,2023.000
CW2311,West,Jindo,2023,2,0.276,0.368,0.001,0.000,0.071,-1.127,4.111,-13.000,-10.022,-57.502,0.011,-2.934,-32.056,-9.130,-0.609,2023.250
CW2311,West,Jindo,2023,3,10.198,-1.291,0.122,-1.421,0.290,-2.827,1.760,-40.374,-41.438,-40.705,-9.092,-12.075,-147.681,-33.724,0.516,2023.500
CW2311,West,Jindo,2023,4,-1.280,0.144,-0.019,-3.789,-0.648,-2.203,-2.954,78.610,73.439,46.116,8.808,0.827,165.423,-12.378,-0.450,2023.750
CW2311,West,Jindo,2024,1,-4.754,0.546,0.042,0.774,0.354,-5.369,0.272,41.976,36.872,-38.654,4.029,-6.990,143.085,-4.190,-0.269,2024.000
CW2311,West,Jindo,2024,2,1.879,1.043,0.171,0.511,0.443,-1.233,0.061,-31.103,-32.269,-72.222,-2.200,-10.893,-78.280,-25.996,-0.562,2024.250
CW2311,West,Jindo,2024,3,8.826,-1.092,0.001,0.180,0.471,4.223,4.421,-18.990,-10.362,-41.592,-2.689,0.506,-32.926,9.700,-0.209,2024.500
CW2311,West,Jindo,2024,4,0.809,-0.395,0.001,-0.146,-0.574,-4.617,4.688,72.185,72.243,-1.282,6.650,-3.340,115.741,-13.412,-0.371,2024.750
CW2313,West,Wando,2014,1,-5.354,1.100,-0.049,0.592,-1.040,-10.582,-3.985,-60.855,-75.418,-101.385,1.746,-11.241,17.581,-22.484,0.014,2014.000
CW2313,West,Wando,2014,2,0.320,0.830,-0.032,0.057,-0.393,-3.050,-2.523,-38.496,-44.062,37.165,-9.150,1.308,-206.652,2.264,0.706,2014.250
CW2313,West,Wando,2014,3,6.416,-0.952,0.033,-1.523,-1.048,21.337,9.772,-4.480,26.636,77.765,-0.132,-2.132,260.201,-14.535,-0.843,2014.500
CW2313,West,Wando,2014,4,0.860,-0.180,-0.122,-1.113,-0.613,-6.550,9.277,43.704,46.438,71.265,3.250,1.608,127.948,-7.636,1.396,2014.750
CW2313,West,Wando,2015,1,-5.633,0.844,-0.022,1.035,-0.897,-12.252,-3.530,29.792,14.021,120.090,2.155,2.582,76.000,1.837,-0.180,2015.000
CW2313,West,Wando,2015,2,-0.662,-0.155,0.155,0.135,-0.482,-8.616,-2.454,-24.226,-35.290,19.590,-6.652,-6.917,-102.235,-3.860,0.935,2015.250
CW2313,West,Wando,2015,3,5.248,-0.535,-0.045,-0.785,-0.362,-0.816,-2.454,-46.626,-49.990,9.890,-3.752,-5.117,91.465,8.140,2.225,2015.500
CW2313,West,Wando,2015,4,0.460,-0.720,-0.092,-0.093,-0.423,-5.850,13.977,48.104,56.238,124.465,7.150,-2.092,94.948,-13.436,-0.474,2015.750
CW2313,West,Wando,2016,1,-7.100,0.090,0.138,1.787,-0.273,-11.350,-3.923,40.804,25.538,64.265,3.050,-8.092,90.948,-8.236,-0.384,2016.000
CW2313,West,Wando,2016,2,0.570,0.690,-0.022,0.047,-0.933,-2.050,-2.423,-41.796,-46.262,-31.935,-9.750,-7.392,-179.252,-2.636,0.276,2016.250
CW2313,West,Wando,2016,3,6.318,-0.685,-0.015,-1.255,-0.102,-9.516,-3.554,-50.926,-64.090,-51.610,-8.352,-6.017,-99.835,-13.960,0.695,2016.500
CW2313,West,Wando,2016,4,0.249,-0.608,-0.012,-0.339,-0.235,-10.401,-3.326,-45.802,-59.521,8.377,-7.198,1.045,-196.226,1.901,0.493,2016.750
CW2313,West,Wando,2017,1,-9.223,0.122,-0.122,1.052,-0.205,-5.286,-4.810,12.697,2.601,112.416,10.809,70.260,6.955,102.248,-1.091,2017.000
CW2313,West,Wando,2017,2,0.383,0.845,-0.040,-0.602,0.991,18.650,-0.392,-19.785,-1.521,-33.597,-2.751,-5.919,-24.687,50.777,0.053,2017.250
CW2313,West,Wando,2017,3,6.918,-0.495,0.025,-1.345,0.508,-11.256,-2.624,-46.306,-60.190,-75.420,-7.552,-15.177,-51.685,56.240,0.095,2017.500
CW2313,West,Wando,2017,4,-0.655,-0.593,0.215,-0.740,0.416,24.028,2.049,9.688,35.754,-17.489,2.927,-3.975,1.951,41.294,-0.372,2017.750
CW2313,West,Wando,2018,1,-8.334,0.878,0.083,1.127,-0.738,-5.713,-2.038,29.750,22.006,1.465,6.438,-0.862,48.461,15.065,-0.763,2018.000
CW2313,West,Wando,2018,2,-0.099,0.661,-0.205,1.807,0.782,3.956,1.182,-27.784,-22.643,-98.204,-4.737,-11.161,-17.417,-14.533,-0.058,2018.250
CW2313,West,Wando,2018,3,9.322,-0.514,0.010,0.096,0.977,17.903,1.621,-21.294,-1.762,-41.723,0.162,-2.675,-13.819,31.981,-0.002,2018.500
CW2313,West,Wando,2018,4,0.124,0.132,-0.049,1.446,0.018,3.387,5.951,86.639,95.984,34.298,10.749,30.186,87.206,-4.218,0.741,2018.750
CW2313,West,Wando,2019,1,-6.660,0.440,0.138,1.167,0.097,-3.370,-3.983,21.344,13.998,-4.245,3.730,-0.252,28.268,-12.666,0.326,2019.000
CW2313,West,Wando,2019,2,-1.927,0.574,-0.012,0.858,-0.807,-1.272,-3.507,-25.000,-29.785,0.627,-7.222,-14.748,-92.449,-23.658,0.652,2019.250
CW2313,West,Wando,2019,3,3.798,-0.105,-0.115,-0.835,-0.512,-11.116,4.546,-7.406,-13.970,0.910,-1.022,-1.117,51.855,-10.660,0.465,2019.500
CW2313,West,Wando,2019,4,2.628,-0.785,-0.125,-1.155,0.108,21.434,7.356,6.244,35.040,49.540,9.488,4.373,63.785,-22.260,-0.345,2019.750
CW2313,West,Wando,2020,1,-4.913,0.464,0.178,1.495,0.083,-2.612,-2.840,12.772,7.321,2.650,0.225,6.322,89.430,2.437,-0.610,2020.000
CW2313,West,Wando,2020,2,0.752,-0.126,-0.069,1.340,0.446,14.006,-0.392,-9.497,4.125,-25.600,-3.019,1.533,-30.168,-7.111,-0.243,2020.250
CW2313,West,Wando,2020,3,2.250,0.400,-0.042,-0.813,0.307,-6.660,-3.253,-31.186,-41.092,-15.615,-5.850,-1.122,-102.462,0.064,0.406,2020.500
CW2313,West,Wando,2020,4,2.062,-0.406,-0.049,-1.240,0.316,-7.904,0.298,5.143,-2.455,14.460,-0.229,5.873,-215.858,-6.511,-0.903,2020.750
CW2313,West,Wando,2021,1,-5.346,0.682,0.021,1.186,0.318,-12.953,-3.889,31.329,14.494,20.158,5.109,19.246,50.296,18.652,-0.769,2021.000
CW2313,West,Wando,2021,2,-0.572,0.685,0.055,0.105,-0.112,-10.116,-0.254,-34.826,-45.090,-90.910,-6.052,-3.217,-105.535,-10.160,-0.505,2021.250
CW2313,West,Wando,2021,3,7.674,-1.678,0.041,-2.034,0.538,45.167,-0.189,-31.761,13.224,-24.632,-8.411,-5.834,-13.094,-13.748,1.121,2021.500
CW2313,West,Wando,2021,4,0.050,-0.140,-0.152,-0.653,0.577,45.730,6.987,10.704,63.418,37.915,11.510,9.358,43.228,-13.336,-0.164,2021.750
CW2313,West,Wando,2022,1,-7.743,0.215,-0.004,1.713,-0.441,-3.148,-4.100,-30.356,-37.695,-95.948,3.623,-3.470,39.311,19.226,-0.485,2022.000
CW2313,West,Wando,2022,2,-0.500,0.014,0.003,0.470,0.566,10.639,-1.722,-28.468,-19.548,-45.459,-3.837,-1.506,-82.650,-1.708,0.614,2022.250
CW2313,West,Wando,2022,3,3.360,-0.674,-0.029,-0.433,0.818,-7.753,-1.063,-12.965,-21.780,-22.334,-2.002,-3.110,57.471,-16.031,0.165,2022.500
CW2313,West,Wando,2022,4,-1.017,0.096,-0.062,-0.190,0.411,-9.948,0.683,80.616,71.355,39.241,11.344,5.834,168.797,-19.509,-0.597,2022.750
CW2313,West,Wando,2023,1,-7.478,0.424,0.061,-0.950,0.496,-4.054,-3.782,32.963,25.145,-35.730,7.211,2.123,82.672,2.989,-0.663,2023.000
CW2313,West,Wando,2023,2,-0.657,0.556,0.078,0.140,0.451,-8.118,0.873,-13.334,-20.565,-77.049,0.854,-8.196,-39.183,-17.039,-0.477,2023.250
CW2313,West,Wando,2023,3,10.388,-1.085,0.015,-0.845,1.068,-11.436,-5.414,48.514,31.660,-46.480,-10.352,-9.457,-127.815,-19.130,-0.055,2023.500
CW2313,West,Wando,2023,4,-2.141,0.156,-0.109,-0.835,-0.586,-0.460,2.141,75.227,76.899,289.191,12.151,8.435,177.809,-16.627,-0.510,2023.750
CW2313,West,Wando,2024,1,-4.873,0.838,0.091,1.069,0.102,-10.491,0.948,17.891,8.361,-32.777,0.273,-4.718,-52.405,-1.021,-0.623,2024.000
CW2313,West,Wando,2024,2,1.401,0.671,0.225,0.157,-0.008,-9.614,-1.748,-23.654,-35.013,-77.794,-8.577,-9.391,-43.847,-12.163,0.192,2024.250
CW2313,West,Wando,2024,3,8.063,-1.484,0.028,-0.890,0.451,7.422,-1.797,-24.684,-19.055,-34.349,-3.826,-8.316,-36.973,-13.539,0.013,2024.500
CW2313,West,Wando,2024,4,1.270,-0.486,0.003,-0.210,-0.634,-9.351,8.308,57.582,56.542,-55.459,6.473,-6.866,77.660,-12.708,-0.466,2024.750
CW2314,West,Wando,2014,1,-7.523,1.156,-0.010,-0.475,-0.581,-8.004,-3.427,-45.722,-57.246,-74.498,1.324,-18.167,16.834,-14.866,0.095,2014.000
CW2314,West,Wando,2014,2,0.051,0.954,0.050,0.102,-0.807,-5.608,-3.004,-33.762,-42.464,18.583,-9.889,-8.943,-220.503,2.917,-0.048,2014.250
CW2314,West,Wando,2014,3,6.636,-1.368,0.011,-1.372,-0.724,24.935,10.429,4.623,39.897,98.455,0.606,-4.481,277.768,-15.848,-0.919,2014.500
CW2314,West,Wando,2014,4,0.077,-0.125,-0.099,-0.956,-0.703,-6.523,15.431,55.912,64.831,58.920,3.036,-7.550,120.244,-9.860,2.160,2014.750
CW2314,West,Wando,2015,1,-5.278,0.975,-0.054,0.742,-1.053,-6.177,-6.218,-23.947,-36.318,76.793,-1.215,18.577,-27.889,6.375,0.937,2015.000
CW2314,West,Wando,2015,2,0.660,-0.478,0.197,0.418,-0.515,-12.077,-3.274,-24.010,-39.354,27.608,-8.339,-16.828,-115.696,-3.330,0.797,2015.250
CW2314,West,Wando,2015,3,5.144,-0.611,-0.018,-0.417,-0.557,-1.731,-2.480,-27.633,-31.839,26.597,-4.013,-14.806,123.764,-12.901,2.034,2015.500
CW2314,West,Wando,2015,4,0.280,-0.538,-0.102,-0.263,-0.497,-0.896,13.484,53.123,65.724,131.726,8.073,0.089,96.614,-12.825,-0.619,2015.750
CW2314,West,Wando,2016,1,-6.235,0.202,0.081,1.537,-0.795,-10.631,-5.623,-21.569,-37.903,1.081,-1.990,1.099,-108.929,-3.296,-0.286,2016.000
CW2314,West,Wando,2016,2,0.633,0.487,-0.009,0.047,-0.897,-2.119,-3.092,-34.147,-39.251,-31.460,-11.051,-15.574,-174.719,-3.842,0.543,2016.250
CW2314,West,Wando,2016,3,8.812,-0.664,-0.068,-2.034,-0.249,-2.038,-4.634,-53.614,-60.274,-50.943,-6.339,1.243,-39.309,-12.936,0.758,2016.500
CW2314,West,Wando,2016,4,-0.583,-0.705,0.031,0.174,-0.263,-5.923,-5.069,-48.388,-59.369,-6.080,-7.964,0.450,-230.756,1.040,0.770,2016.750
CW2314,West,Wando,2017,1,-11.343,0.226,-0.072,1.637,-0.239,-13.965,-3.295,24.285,7.026,81.395,8.792,81.046,-47.696,-2.141,-1.029,2017.000
CW2314,West,Wando,2017,2,-1.369,0.995,-0.054,-0.256,0.776,-15.695,-1.222,-15.391,-32.300,-26.527,-7.559,-6.897,-129.170,57.858,-0.384,2017.250
CW2314,West,Wando,2017,3,7.420,-0.298,0.057,-1.752,0.445,-11.407,-2.284,-32.400,-46.094,-21.332,-4.479,-9.698,80.624,59.370,-0.103,2017.500
CW2314,West,Wando,2017,4,-0.219,-0.326,0.220,-0.838,0.923,20.452,1.376,-1.292,20.546,-65.437,1.031,-7.713,-45.973,58.017,-0.578,2017.750
CW2314,West,Wando,2018,1,-10.167,0.970,0.101,1.944,-0.566,18.502,-4.550,32.732,46.693,-11.736,5.679,-10.183,45.147,19.946,-0.928,2018.000
CW2314,West,Wando,2018,2,0.266,0.763,-0.152,1.150,-0.741,7.198,0.561,-12.916,-5.149,-23.094,-2.564,-3.195,59.061,-7.707,0.045,2018.250
CW2314,West,Wando,2018,3,9.834,-0.664,0.000,-0.144,0.986,36.245,-0.385,-18.081,17.791,-32.356,1.439,-3.831,-9.331,31.522,0.301,2018.500
CW2314,West,Wando,2018,4,-0.579,0.304,-0.040,1.782,-0.167,4.122,6.116,87.068,97.316,45.153,8.281,21.087,68.517,8.917,0.252,2018.750
CW2314,West,Wando,2019,1,-8.200,0.562,0.087,1.428,0.395,-6.207,-4.004,33.340,23.136,-3.642,3.021,-5.208,17.114,7.800,-1.033,2019.000
CW2314,West,Wando,2019,2,-1.131,0.830,-0.086,0.705,-0.543,-11.406,-0.774,-7.229,-19.414,32.564,-2.168,-15.783,-26.899,-5.347,-0.509,2019.250
CW2314,West,Wando,2019,3,5.876,-0.527,-0.142,-1.250,0.509,-1.772,6.001,-2.416,1.811,14.556,0.596,-1.155,168.901,-12.707,0.925,2019.500
CW2314,West,Wando,2019,4,1.470,-0.768,-0.103,-0.642,-0.295,26.203,6.916,15.220,48.356,116.868,9.251,0.222,52.504,-13.230,-0.123,2019.750
CW2314,West,Wando,2020,1,-5.562,0.607,0.184,0.578,0.085,-10.294,-3.969,11.570,-2.689,-23.815,-1.344,4.495,57.798,-8.413,-0.635,2020.000
CW2314,West,Wando,2020,2,0.232,0.096,-0.018,1.186,0.561,1.552,-1.024,-8.194,-7.654,-35.003,-5.739,-1.777,-71.259,-13.736,-0.432,2020.250
CW2314,West,Wando,2020,3,4.461,-0.106,-0.040,-0.358,0.573,-0.108,-2.874,-25.402,-28.374,-10.177,-4.799,1.157,-48.993,1.817,0.192,2020.500
CW2314,West,Wando,2020,4,1.187,-0.515,-0.019,-0.856,0.097,8.127,1.201,0.512,9.851,52.790,3.376,12.340,-248.256,-13.610,-1.090,2020.750
CW2314,West,Wando,2021,1,-7.535,0.560,0.048,1.534,0.308,-10.474,-3.951,49.605,35.177,44.721,4.286,5.924,29.405,3.905,-0.825,2021.000
CW2314,West,Wando,2021,2,-0.250,0.652,0.017,-0.052,0.255,-0.377,0.426,-10.610,-10.654,-45.792,-2.439,-7.428,-23.396,-13.030,-0.823,2021.250
CW2314,West,Wando,2021,3,9.728,-2.208,0.089,-1.092,-0.099,0.579,-4.023,-47.744,-51.178,-35.248,-12.576,-0.555,-125.034,-10.589,4.384,2021.500
CW2314,West,Wando,2021,4,-1.064,0.053,-0.092,-0.490,-0.791,30.018,6.951,23.444,60.421,39.766,9.526,3.525,29.711,-11.607,-0.625,2021.750
CW2314,West,Wando,2022,1,-8.172,0.483,-0.013,1.309,1.152,-7.568,-5.333,-32.969,-45.857,-77.260,1.576,6.058,10.279,13.458,-0.348,2022.000
CW2314,West,Wando,2022,2,-0.690,0.183,-0.006,0.231,-0.342,-0.805,-1.342,-15.770,-17.910,-17.601,-4.258,0.618,-50.113,8.611,0.211,2022.250
CW2314,West,Wando,2022,3,7.038,-0.693,-0.126,-0.602,1.045,-13.154,-4.699,-46.640,-64.479,-31.805,-9.014,9.835,53.538,-4.413,-0.875,2022.500
CW2314,West,Wando,2022,4,-0.838,0.456,-0.108,-0.174,0.351,2.762,1.066,46.886,50.726,-29.943,12.461,5.543,83.191,-16.536,-0.232,2022.750
CW2314,West,Wando,2023,1,-9.079,0.614,0.110,0.322,0.553,0.382,-4.384,32.248,28.256,-85.457,4.471,-7.523,51.047,-6.883,-0.488,2023.000
CW2314,West,Wando,2023,2,0.090,0.482,0.087,0.548,0.665,-9.707,-1.024,-22.840,-33.564,-35.272,-1.719,-10.998,-101.546,-10.530,0.127,2023.250
CW2314,West,Wando,2023,3,10.456,-1.157,-0.042,-0.840,1.029,-3.552,-4.319,-19.566,-27.429,-33.764,-1.824,-3.445,-34.239,-14.707,-0.415,2023.500
CW2314,West,Wando,2023,4,-2.214,0.256,-0.052,-0.344,-0.350,-0.891,2.583,73.533,75.235,29.610,10.956,8.066,153.707,-11.589,-0.426,2023.750
CW2314,West,Wando,2024,1,-5.193,0.388,0.051,-0.680,0.288,-2.142,-0.717,70.321,67.475,-18.905,6.046,1.411,117.020,5.898,-0.711,2024.000
CW2314,West,Wando,2024,2,2.571,0.634,0.180,0.092,0.053,-14.158,-3.244,-27.492,-44.884,-71.057,-4.519,-6.563,-34.773,-10.383,0.462,2024.250
CW2314,West,Wando,2024,3,9.507,-1.305,-0.029,-0.826,0.617,24.387,-1.709,-29.558,-6.879,-33.740,0.706,-2.580,55.974,-8.730,-0.320,2024.500
CW2314,West,Wando,2024,4,0.790,-0.837,-0.045,-0.751,0.106,-10.054,23.406,74.884,88.248,34.756,11.263,8.095,145.717,-1.854,-0.185,2024.750
CW2315,West,Wando,2014,1,-6.877,1.231,-0.010,0.227,0.173,-1.888,-1.017,-5.850,-8.594,-32.234,5.980,-3.859,32.817,-13.250,-0.359,2014.000
CW2315,West,Wando,2014,2,-0.711,0.950,0.055,0.083,-0.844,-6.709,-2.679,-46.261,-55.665,27.460,-10.212,-7.545,-233.181,1.953,0.562,2014.250
CW2315,West,Wando,2014,3,6.328,-0.867,0.070,-1.387,-1.177,2.162,5.522,-25.625,-17.847,54.464,-4.497,-8.823,97.112,-16.802,-0.646,2014.500
CW2315,West,Wando,2014,4,-0.192,-0.252,-0.110,-1.435,-0.818,-2.236,14.250,56.123,68.148,78.658,4.016,-1.853,113.576,-9.329,1.450,2014.750
CW2315,West,Wando,2015,1,-5.856,0.921,0.013,0.151,-0.899,-8.624,-4.052,41.352,28.776,183.704,1.948,7.495,68.784,9.841,-0.076,2015.000
CW2315,West,Wando,2015,2,-0.712,-0.052,0.150,-0.075,-0.618,-5.136,-1.850,-8.777,-15.752,128.658,-5.984,0.147,-94.224,7.671,0.970,2015.250
CW2315,West,Wando,2015,3,5.564,-0.549,-0.027,-0.469,-0.479,-0.724,-4.452,-53.348,-62.524,-5.696,-6.052,-5.105,67.484,-10.959,2.664,2015.500
CW2315,West,Wando,2015,4,0.091,-0.732,-0.072,-0.220,-0.388,-8.915,15.972,39.624,46.771,126.638,5.472,-4.069,80.865,-14.831,-0.325,2015.750
CW2315,West,Wando,2016,1,-8.326,0.001,0.113,0.571,-0.789,-8.024,-3.852,35.252,23.476,-2.696,1.848,-10.305,85.584,-10.859,-0.376,2016.000
CW2315,West,Wando,2016,2,0.801,0.568,-0.002,-0.060,-0.848,-1.115,-3.728,-55.676,-60.429,-22.862,-10.328,-2.969,-193.735,7.569,1.155,2016.250
CW2315,West,Wando,2016,3,5.976,-0.670,-0.033,-1.802,-0.173,-3.530,-3.801,-42.262,-49.488,-46.919,-7.468,-6.929,-44.070,-11.444,0.177,2016.500
CW2315,West,Wando,2016,4,-0.269,-0.682,0.028,-0.310,-0.248,-10.415,-4.728,-53.376,-68.329,-10.762,-8.728,-5.069,-216.435,-14.931,0.755,2016.750
CW2315,West,Wando,2017,1,-8.602,0.268,-0.150,0.565,-0.518,-6.206,-3.520,16.913,7.298,87.478,11.536,59.007,-35.474,4.471,-1.050,2017.000
CW2315,West,Wando,2017,2,-0.863,0.796,-0.039,-0.541,0.179,-3.510,-0.513,-19.429,-23.356,-29.723,-5.512,-8.750,-82.674,54.812,-0.206,2017.250
